sport,date,home_team,away_team,time
NBA,2023-3-24,San Antonio,Washington,19:00
NBA,2023-3-24,Indiana,Boston,19:00
NBA,2023-3-24,Detroit,Toronto,19:30
NBA,2023-3-24,Houston,Memphis,20:00
NBA,2023-3-24,Charlotte,Dallas,20:30
NBA,2023-3-24,Milwaukee,Utah,21:00
NBA,2023-3-24,Philadelphia,Golden State,22:00
NBA,2023-3-24,Chicago,Portland,22:00
NBA,2023-3-24,Phoenix,Sacramento,22:00
NBA,2023-3-24,Okla City,LA Lakers,22:30
NBA,2023-3-25,Indiana,Atlanta,17:00
NBA,2023-3-25,Brooklyn,Miami,20:00
NBA,2023-3-25,Milwaukee,Denver,21:00
NBA,2023-3-25,Philadelphia,Phoenix,22:00
NBA,2023-3-25,Utah,Sacramento,22:00
NBA,2023-3-25,New Orleans,LA Clippers,22:30
NBA,2023-3-26,Dallas,Charlotte,13:00
NBA,2023-3-26,Chicago,LA Lakers,15:30
NBA,2023-3-26,Memphis,Atlanta,18:00
NBA,2023-3-26,San Antonio,Boston,18:00
NBA,2023-3-26,Washington,Toronto,18:00
NBA,2023-3-26,Houston,Cleveland,18:00
NBA,2023-3-26,Brooklyn,Orlando,18:00
NBA,2023-3-26,Okla City,Portland,19:00
NBA,2023-3-26,Minnesota,Golden State,20:30
NBA,2023-3-27,Dallas,Indiana,19:00
NBA,2023-3-27,Milwaukee,Detroit,19:00
NBA,2023-3-27,Houston,New York,19:30
NBA,2023-3-27,Phoenix,Utah,21:00
NBA,2023-3-27,Philadelphia,Denver,21:30
NBA,2023-3-27,New Orleans,Portland,22:00
NBA,2023-3-27,Minnesota,Sacramento,22:00
NBA,2023-3-27,Chicago,LA Clippers,22:30
NBA,2023-3-28,Boston,Washington,19:00
NBA,2023-3-28,Miami,Toronto,19:30
NBA,2023-3-28,Cleveland,Atlanta,19:30
NBA,2023-3-28,Charlotte,Okla City,20:00
NBA,2023-3-28,Orlando,Memphis,20:00
NBA,2023-3-28,New Orleans,Golden State,22:00
NBA,2023-3-29,Milwaukee,Indiana,19:00
NBA,2023-3-29,Dallas,Philadelphia,19:30
NBA,2023-3-29,Miami,New York,19:30
NBA,2023-3-29,Houston,Brooklyn,19:30
NBA,2023-3-29,LA Lakers,Chicago,20:00
NBA,2023-3-29,Utah,San Antonio,20:00
NBA,2023-3-29,Detroit,Okla City,20:00
NBA,2023-3-29,LA Clippers,Memphis,20:00
NBA,2023-3-29,Minnesota,Phoenix,22:00
NBA,2023-3-29,Sacramento,Portland,22:00
NBA,2023-3-30,Boston,Milwaukee,19:30
NBA,2023-3-30,New Orleans,Denver,22:00
NBA,2023-3-31,Chicago,Charlotte,19:00
NBA,2023-3-31,Okla City,Indiana,19:00
NBA,2023-3-31,Orlando,Washington,19:00
NBA,2023-3-31,Toronto,Philadelphia,19:00
NBA,2023-3-31,New York,Cleveland,19:30
NBA,2023-3-31,Utah,Boston,19:30
NBA,2023-3-31,Atlanta,Brooklyn,19:30
NBA,2023-3-31,LA Clippers,Memphis,20:00
NBA,2023-3-31,Detroit,Houston,20:00
NBA,2023-3-31,LA Lakers,Minnesota,20:00
NBA,2023-3-31,San Antonio,Golden State,22:00
NBA,2023-3-31,Sacramento,Portland,22:00
NBA,2023-3-31,Denver,Phoenix,22:30
NBA,2023-4-1,Dallas,Miami,19:30
NBA,2023-4-1,LA Clippers,New Orleans,20:30
NBA,2023-4-2,Toronto,Charlotte,13:00
NBA,2023-4-2,Utah,Brooklyn,15:30
NBA,2023-4-2,Memphis,Chicago,15:30
NBA,2023-4-2,Portland,Minnesota,15:30
NBA,2023-4-2,Dallas,Atlanta,18:00
NBA,2023-4-2,Washington,New York,18:00
NBA,2023-4-2,Detroit,Orlando,18:00
NBA,2023-4-2,San Antonio,Sacramento,18:00
NBA,2023-4-2,LA Lakers,Houston,19:00
NBA,2023-4-2,Phoenix,Okla City,19:00
NBA,2023-4-2,Indiana,Cleveland,20:00
NBA,2023-4-2,Philadelphia,Milwaukee,20:00
NBA,2023-4-2,Golden State,Denver,20:30
NBA,2023-4-4,Toronto,Charlotte,19:00
NBA,2023-4-4,Miami,Detroit,19:00
NBA,2023-4-4,Cleveland,Orlando,19:00
NBA,2023-4-4,Milwaukee,Washington,19:00
NBA,2023-4-4,Minnesota,Brooklyn,19:30
NBA,2023-4-4,Boston,Philadelphia,20:00
NBA,2023-4-4,Atlanta,Chicago,20:00
NBA,2023-4-4,Denver,Houston,20:00
NBA,2023-4-4,Portland,Memphis,20:00
NBA,2023-4-4,Sacramento,New Orleans,20:00
NBA,2023-4-4,LA Lakers,Utah,21:00
NBA,2023-4-4,Okla City,Golden State,22:00
NBA,2023-4-4,San Antonio,Phoenix,22:00
NBA,2023-4-5,Brooklyn,Detroit,19:00
NBA,2023-4-5,New York,Indiana,19:00
NBA,2023-4-5,Washington,Atlanta,19:30
NBA,2023-4-5,Toronto,Boston,19:30
NBA,2023-4-5,Chicago,Milwaukee,19:30
NBA,2023-4-5,Memphis,New Orleans,20:00
NBA,2023-4-5,Sacramento,Dallas,20:30
NBA,2023-4-5,LA Lakers,LA Clippers,22:00
NBA,2023-4-6,Cleveland,Orlando,19:00
NBA,2023-4-6,Miami,Philadelphia,19:30
NBA,2023-4-6,Portland,San Antonio,20:00
NBA,2023-4-6,Okla City,Utah,21:00
NBA,2023-4-6,Denver,Phoenix,22:00
NBA,2023-4-7,Houston,Charlotte,19:00
NBA,2023-4-7,Detroit,Indiana,19:00
NBA,2023-4-7,Miami,Washington,19:00
NBA,2023-4-7,Philadelphia,Atlanta,19:30
NBA,2023-4-7,Toronto,Boston,19:30
NBA,2023-4-7,Orlando,Brooklyn,19:30
NBA,2023-4-7,Memphis,Milwaukee,20:00
NBA,2023-4-7,New York,New Orleans,20:00
NBA,2023-4-7,Chicago,Dallas,20:30
NBA,2023-4-7,Golden State,Sacramento,22:00
NBA,2023-4-7,Phoenix,LA Lakers,22:30
NBA,2023-4-8,Denver,Utah,15:30
NBA,2023-4-8,Portland,LA Clippers,16:00
NBA,2023-4-8,Minnesota,San Antonio,16:00
NBA,2023-4-9,Atlanta,Boston,13:00
NBA,2023-4-9,Philadelphia,Brooklyn,13:00
NBA,2023-4-9,Charlotte,Cleveland,13:00
NBA,2023-4-9,Orlando,Miami,13:00
NBA,2023-4-9,Indiana,New York,13:00
NBA,2023-4-9,Milwaukee,Toronto,13:00
NBA,2023-4-9,Houston,Washington,13:00
NBA,2023-4-9,Detroit,Chicago,13:00
NBA,2023-4-9,San Antonio,Dallas,15:30
NBA,2023-4-9,New Orleans,Minnesota,15:30
NBA,2023-4-9,Memphis,Okla City,15:30
NBA,2023-4-9,Sacramento,Denver,15:30
NBA,2023-4-9,Utah,LA Lakers,15:30
NBA,2023-4-9,LA Clippers,Phoenix,15:30
NBA,2023-4-9,Golden State,Portland,15:30
